Trip_Distance_km,Passenger_Count,Base_Fare,Per_Km_Rate,Per_Minute_Rate,Trip_Duration_Minutes,Trip_Price,Time_of_Day_evening,Time_of_Day_morning,Time_of_Day_nan,Time_of_Day_night,Day_of_Week_weekday,Day_of_Week_weekend,Traffic_Conditions_low,Traffic_Conditions_medium,Traffic_Conditions_nan,Weather_nan,Weather_rain,Weather_snow,split
-0.08573410899830859,-0.39916502506380586,-0.28480736168441195,1.5636515048007456,0.32006719343372075,0.28254620857319607,73.5818,0,1,0,0,0,1,0,1,0,0,0,1,train
0.6728969940964558,-0.39916502506380586,-0.6719391502619994,-0.17688451795595814,-0.21869485974374908,0.9216007656766642,72.9188,0,0,1,0,0,1,0,1,0,0,1,0,train
-0.06823947140073532,1.4506241154757824,-0.8948332103521253,0.5966870477136879,0.6792418955520338,-0.5929179894694762,65.6944,0,0,0,1,1,0,1,0,0,0,0,0,train
0.9008574233981671,0.5257295452059882,1.2050634610232718,0.8867763848398054,-0.12890118421417068,1.6342604352625234,106.0042,0,0,1,0,1,0,1,0,0,0,0,0,train
0.2562065349542581,-0.39916502506380586,-0.4725076228129393,1.660347950509451,-0.3084885352733275,0.9817947771559077,87.6076,0,1,0,0,1,0,0,0,0,0,0,0,train
-0.20077460471568367,0.5257295452059882,-1.387546395814509,0.9351246076941583,-1.4758063171578455,0.20644600753208034,48.11750000000001,0,1,0,0,1,0,0,0,1,0,0,0,train
-0.25802978230774143,1.4506241154757824,-0.21441976376121422,-0.05601396082007587,-1.296218966098689,1.6295821442149137,46.639,1,0,0,0,1,0,1,0,0,0,0,0,train
0.5324097527826105,-0.39916502506380586,-0.24961356272281335,-0.03183984939289941,-0.21869485974374908,1.3588650355932392,76.2217,0,0,0,0,1,0,0,1,0,0,0,0,train
-0.06823947140073532,-0.39916502506380586,0.11405569321370806,-1.288893643606074,-0.21869485974374908,0.7909205024134367,47.33,0,1,0,0,1,0,1,0,0,0,1,0,train
0.4470571269277838,-0.39916502506380586,0.45426241650916355,-0.9988043064799565,-0.12890118421417068,-0.18559478225760248,48.006600000000006,0,0,0,0,0,1,0,1,0,0,0,0,train
-0.3677688726925187,1.4506241154757824,-1.0825334714806525,1.877914953354039,-1.2064252905691106,-0.8552141742054533,47.6252,0,0,0,1,1,0,1,0,0,0,0,0,train
0.5790621197094725,-0.39916502506380586,-0.6954016829030653,-0.7328890807810158,-0.039107508684592784,0.3814140927126785,72.356,0,0,0,0,1,0,0,0,0,0,0,0,train
0.19205953042982307,1.4506241154757824,-0.01498823631215421,-1.7240276492952498,-1.296218966098689,1.7128557248623641,36.4698,1,0,0,0,1,0,1,0,0,1,0,0,train
-0.2967300412357064,1.4506241154757824,1.3106448579080692,-1.288893643606074,-1.026837939509954,0.6914288461342731,34.3067,0,0,0,0,0,1,0,0,0,0,1,0,train
5.978358674918853,-1.3240595953336,1.0290944662152781,0.3791200448690998,-0.8472505884507973,-0.46909921974274277,296.0886973121837,1,0,0,0,1,0,1,0,0,0,0,0,train
-0.08308340633200959,0.5257295452059882,0.4425311501886309,-0.4427997436548986,0.14047984237456398,-0.6169332168472055,43.069700000000005,0,0,0,1,1,0,0,0,0,0,1,0,train
0.7153082367572394,0.5257295452059882,-0.13230089951748378,0.7417317162767466,-0.8472505884507973,0.14406879356395264,78.18800000000002,0,1,0,0,1,0,0,0,0,0,0,0,train
0.1135987315073738,-1.3240595953336,-0.26134482904334605,-1.4822865350234855,1.5771786508478167,0.9287741452829991,63.9534,0,1,0,0,0,0,0,0,0,0,0,0,train
-1.2117526016421096,1.4506241154757824,0.0202055626494444,1.05599516483004,-0.039107508684592784,-1.7727829916766118,11.2645,0,0,0,0,1,0,0,0,0,0,1,0,train
-1.245151455237477,0.5257295452059882,-0.7775205471467956,0.9834728305485106,0.14047984237456398,0.9945821060193737,37.1504,0,0,0,0,1,0,1,0,0,0,1,0,train
-1.1592686888493902,0.5257295452059882,1.7212391791267219,-1.5548088693050148,-1.565599992687424,-0.3328050072223838,13.9136,1,0,0,0,0,0,0,1,0,0,1,0,train
-0.3932156182889888,0.5257295452059882,0.5833063460350264,0.6933834934223937,-1.2064252905691106,1.0260825990732783,48.2843,1,0,0,0,0,1,1,0,0,0,0,0,train
0.9167616393959608,0.5257295452059882,1.756432978088321,-0.05601396082007587,1.4873849753182389,-0.6278492292916279,76.9996,0,1,0,0,1,0,1,0,0,0,0,0,train
0.2588572376205571,0.5257295452059882,-1.446202727417174,1.2010398333930987,1.1282102731999253,-0.6708895069296359,73.5544,0,1,0,0,0,0,0,0,0,1,0,0,train
-0.5464262324010691,-1.3240595953336,-1.3054275315707784,-0.41862563222772214,0.32006719343372075,1.3145772136758689,53.9332,1,0,0,0,1,0,0,0,1,0,1,0,train
-0.90321081128491,1.4506241154757824,-0.6250140849798674,1.7328702847909803,-0.3084885352733275,-0.6110073815202334,32.7178,0,1,0,0,0,1,0,1,0,0,0,0,train
1.1998566841566907,1.4506241154757824,0.0202055626494444,-0.249406852237487,-1.296218966098689,0.513653786325109,69.91480000000001,0,0,0,0,0,1,1,0,0,0,0,0,train
0.7041752855587837,-0.39916502506380586,-0.9182957429931912,-1.5548088693050148,0.14047984237456398,-0.5586105217870062,39.538,0,0,0,0,1,0,0,0,0,0,0,0,train
0.020824138186909966,1.4506241154757824,0.0202055626494444,1.3944327248105104,-0.3084885352733275,0.5963035948328784,73.0726,0,0,0,0,0,0,0,1,0,0,0,0,train
-0.9307781190144193,-0.39916502506380586,-1.6104404559046348,-0.9262819721984275,1.6669723263773952,0.6041007465788945,48.8108,0,0,0,0,1,0,0,1,0,0,0,1,train
0.09080268857720271,0.5257295452059882,0.3017559543422354,-0.3944515208005457,1.038416597670347,0.037403757678454226,59.74210000000001,0,0,0,1,1,0,0,1,0,0,0,1,train
-0.23576387991083003,-0.39916502506380586,0.0202055626494444,-1.4339383121691325,-0.039107508684592784,1.368533503758299,46.7471,1,0,0,0,1,0,0,1,0,0,0,0,train
-0.890487438486675,-0.39916502506380586,-1.1763836020449157,-0.03183984939289941,1.1282102731999253,1.1149701289778602,57.075500000000005,0,1,0,0,0,1,0,1,0,0,0,0,train
0.17615531443202942,-1.3240595953336,-0.21441976376121422,-0.41862563222772214,0.5894482200224554,0.6649185301978185,64.7971,0,0,1,0,1,0,0,0,0,0,0,0,train
0.941678244459171,-1.3240595953336,1.521807651677662,-1.0471525293343096,0.14047984237456398,0.06578539003395223,59.761300000000006,0,0,0,1,0,1,1,0,0,0,0,0,train
-0.8114964990309658,0.5257295452059882,0.7358128082019545,-0.03183984939289941,-1.296218966098689,0.6933001625533171,36.118,0,1,0,0,1,0,0,0,1,0,0,0,train
0.7704428522162579,-1.3240595953336,0.4894562154707627,-0.46697385508207506,0.7690355710816122,-0.7370093537358513,60.92600000000001,0,0,0,0,1,0,0,0,0,0,0,0,train
-1.0272636960677017,-0.39916502506380586,1.2989135915875354,0.6692093819952173,1.7567660019069735,-1.0148998419638602,29.9765,0,0,0,0,0,1,0,1,0,0,1,0,train
1.0826956263062761,1.4506241154757824,0.7710066071635536,0.1857271534516887,-0.5778695618620624,-1.728495169759241,66.90710000000001,1,0,0,0,1,0,1,0,0,0,0,0,train
0.364885344272516,-1.3240595953336,0.19617455745743903,-1.5789829807321911,1.1282102731999253,1.5537938292436384,69.7245,0,0,0,0,1,0,1,0,0,0,1,0,train
-0.7690852563701823,-1.3240595953336,-0.24961356272281335,0.5966870477136879,-1.565599992687424,1.7265787119353522,35.284,0,0,0,0,0,1,0,1,0,0,0,0,train
0.9072191097972845,1.4506241154757824,-1.5283215916609043,0.6208611591408644,-1.296218966098689,-0.6150619004281616,73.3691,0,0,0,0,1,0,1,0,0,0,0,0,train
-0.25325851750840334,0.5257295452059882,1.2167947273438056,-1.119674863615839,-0.039107508684592784,0.3938895355063038,48.024,0,0,0,0,0,0,1,0,0,1,0,0,train
0.26309836188663555,-1.3240595953336,0.03193682896997762,-0.03183984939289941,-1.6553936682170023,-1.6134092099880453,23.9563,0,1,0,0,1,0,1,0,0,0,0,0,train
